time,accel,label
0.0,0.0,normal
8.333333333333333e-05,0.00523538966157463,normal
0.00016666666666666666,0.010467191248588767,normal
0.00025,0.01569181914556899,normal
0.0003333333333333333,0.020905692653530695,normal
0.0004166666666666667,0.026105238444010317,normal
0.0005,0.03128689300804618,normal
0.0005833333333333334,0.03644710509842949,normal
0.0006666666666666666,0.04158233816355187,normal
0.00075,0.046689072771181096,normal
0.0008333333333333334,0.05176380902050416,normal
0.0009166666666666666,0.05680306894078453,normal
0.001,0.06180339887498949,normal
0.0010833333333333333,0.0667613718467542,normal
0.0011666666666666668,0.07167358990906006,normal
0.00125,0.07653668647301796,normal
0.0013333333333333333,0.08134732861516004,normal
0.0014166666666666668,0.08610221936165902,normal
0.0015,0.09079809994790937,normal
0.0015833333333333333,0.09543175205192168,normal
0.0016666666666666668,0.09999999999999998,normal
0.00175,0.10449971294318977,normal
0.0018333333333333333,0.1089278070030054,normal
0.0019166666666666666,0.11328124738496655,normal
0.002,0.11755705045849461,normal
0.0020833333333333333,0.12175228580174412,normal
0.0021666666666666666,0.12586407820996748,normal
0.00225,0.12988960966603671,normal
0.0023333333333333335,0.13382612127177163,normal
0.002416666666666667,0.13767091513875082,normal
0.0025,0.14142135623730953,normal
0.0025833333333333333,0.14507487420245754,normal
0.0026666666666666666,0.14862896509547885,normal
0.00275,0.15208119312000623,normal
0.0028333333333333335,0.15542919229139418,normal
0.002916666666666667,0.15867066805824706,normal
0.003,0.1618033988749895,normal
0.0030833333333333333,0.16482523772440316,normal
0.0031666666666666666,0.16773411358908483,normal
0.00325,0.17052803287081844,normal
0.0033333333333333335,0.1732050807568877,normal
0.003416666666666667,0.17576342253239305,normal
0.0035,0.17820130483767355,normal
0.0035833333333333333,0.1805170568699721,normal
0.0036666666666666666,0.1827090915285202,normal
0.00375,0.18477590650225734,normal
0.003833333333333333,0.18671608529944037,normal
0.003916666666666666,0.1885282982184357,normal
0.004,0.19021130325903074,normal
0.004083333333333333,0.19176394697363863,normal
0.004166666666666667,0.1931851652578137,normal
0.00425,0.19447398407953534,normal
0.004333333333333333,0.19562952014676116,normal
0.004416666666666667,0.19665098151279092,normal
0.0045,0.19753766811902754,normal
0.004583333333333333,0.19828897227476205,normal
0.004666666666666667,0.19890437907365466,normal
0.00475,0.19938346674662558,normal
0.004833333333333334,0.1997259069509148,normal
0.004916666666666666,0.1999314649951115,normal
0.005,0.2,normal
0.005083333333333333,0.1999314649951115,normal
0.005166666666666667,0.1997259069509148,normal
0.00525,0.1993834667466256,normal
0.005333333333333333,0.19890437907365466,normal
0.005416666666666667,0.19828897227476205,normal
0.0055,0.19753766811902754,normal
0.005583333333333333,0.19665098151279092,normal
0.005666666666666667,0.19562952014676116,normal
0.00575,0.19447398407953537,normal
0.005833333333333334,0.1931851652578137,normal
0.005916666666666666,0.19176394697363863,normal
0.006,0.19021130325903074,normal
0.006083333333333333,0.18852829821843572,normal
0.006166666666666667,0.18671608529944037,normal
0.00625,0.18477590650225736,normal
0.006333333333333333,0.1827090915285202,normal
0.006416666666666667,0.1805170568699721,normal
0.0065,0.17820130483767357,normal
0.006583333333333333,0.17576342253239308,normal
0.006666666666666667,0.17320508075688776,normal
0.00675,0.17052803287081847,normal
0.006833333333333334,0.16773411358908485,normal
0.0069166666666666664,0.16482523772440316,normal
0.007,0.1618033988749895,normal
0.007083333333333333,0.15867066805824706,normal
0.007166666666666667,0.15542919229139418,normal
0.00725,0.15208119312000623,normal
0.007333333333333333,0.14862896509547885,normal
0.007416666666666667,0.14507487420245757,normal
0.0075,0.14142135623730953,normal
0.007583333333333333,0.1376709151387508,normal
0.007666666666666666,0.13382612127177168,normal
0.00775,0.12988960966603674,normal
0.007833333333333333,0.12586407820996748,normal
0.007916666666666667,0.12175228580174416,normal
0.008,0.11755705045849463,normal
0.008083333333333333,0.11328124738496655,normal
0.008166666666666666,0.10892780700300544,normal
0.00825,0.1044997129431897,normal
0.008333333333333333,0.09999999999999998,normal
0.008416666666666666,0.09543175205192173,normal
0.0085,0.09079809994790945,normal
0.008583333333333333,0.08610221936165902,normal
0.008666666666666666,0.08134732861516009,normal
0.00875,0.07653668647301798,normal
0.008833333333333334,0.07167358990906006,normal
0.008916666666666666,0.06676137184675424,normal
0.009,0.061803398874989514,normal
0.009083333333333334,0.05680306894078452,normal
0.009166666666666667,0.05176380902050413,normal
0.00925,0.04668907277118112,normal
0.009333333333333334,0.04158233816355195,normal
0.009416666666666667,0.03644710509842946,normal
0.0095,0.0312868930080462,normal
0.009583333333333333,0.0261052384440104,normal
0.009666666666666667,0.020905692653530664,normal
0.00975,0.015691819145569014,normal
0.009833333333333333,0.010467191248588761,normal
0.009916666666666667,0.005235389661574684,normal
0.01,2.4492935982947065e-17,normal
0.010083333333333333,-0.005235389661574635,normal
0.010166666666666666,-0.010467191248588713,normal
0.01025,-0.015691819145569053,normal
0.010333333333333333,-0.020905692653530702,normal
0.010416666666666666,-0.026105238444010272,normal
0.0105,-0.03128689300804615,normal
0.010583333333333333,-0.0364471050984295,normal
0.010666666666666666,-0.04158233816355182,normal
0.01075,-0.04668907277118107,normal
0.010833333333333334,-0.051763809020504176,normal
0.010916666666666667,-0.05680306894078457,normal
0.011,-0.06180339887498947,normal
0.011083333333333334,-0.06676137184675411,normal
0.011166666666666667,-0.0716735899090601,normal
0.01125,-0.07653668647301794,normal
0.011333333333333334,-0.08134732861515998,normal
0.011416666666666667,-0.08610221936165907,normal
0.0115,-0.09079809994790933,normal
0.011583333333333333,-0.09543175205192168,normal
0.011666666666666667,-0.09999999999999995,normal
0.01175,-0.10449971294318974,normal
0.011833333333333333,-0.1089278070030054,normal
0.011916666666666667,-0.1132812473849665,normal
0.012,-0.11755705045849466,normal
0.012083333333333333,-0.12175228580174412,normal
0.012166666666666666,-0.12586407820996745,normal
0.01225,-0.12988960966603666,normal
0.012333333333333333,-0.13382612127177165,normal
0.012416666666666666,-0.13767091513875077,normal
0.0125,-0.1414213562373095,normal
0.012583333333333334,-0.14507487420245754,normal
0.012666666666666666,-0.1486289650954789,normal
0.01275,-0.15208119312000615,normal
0.012833333333333334,-0.15542919229139426,normal
0.012916666666666667,-0.15867066805824703,normal
0.013,-0.1618033988749895,normal
0.013083333333333334,-0.16482523772440316,normal
0.013166666666666667,-0.16773411358908485,normal
0.01325,-0.17052803287081847,normal
0.013333333333333334,-0.17320508075688767,normal
0.013416666666666667,-0.1757634225323931,normal
0.0135,-0.17820130483767352,normal
0.013583333333333333,-0.1805170568699721,normal
0.013666666666666667,-0.1827090915285201,normal
0.01375,-0.18477590650225736,normal
0.013833333333333333,-0.1867160852994403,normal
0.013916666666666667,-0.18852829821843567,normal
0.014,-0.1902113032590307,normal
0.014083333333333333,-0.19176394697363863,normal
0.014166666666666666,-0.1931851652578137,normal
0.01425,-0.1944739840795353,normal
0.014333333333333333,-0.19562952014676116,normal
0.014416666666666666,-0.19665098151279092,normal
0.0145,-0.1975376681190275,normal
0.014583333333333334,-0.19828897227476205,normal
0.014666666666666666,-0.19890437907365466,normal
0.01475,-0.19938346674662558,normal
0.014833333333333334,-0.19972590695091477,normal
0.014916666666666667,-0.1999314649951115,normal
0.015,-0.2,normal
0.015083333333333334,-0.1999314649951115,normal
0.015166666666666667,-0.1997259069509148,normal
0.01525,-0.19938346674662558,normal
0.015333333333333332,-0.19890437907365466,normal
0.015416666666666667,-0.19828897227476205,normal
0.0155,-0.19753766811902754,normal
0.015583333333333333,-0.19665098151279092,normal
0.015666666666666666,-0.19562952014676116,normal
0.01575,-0.19447398407953534,normal
0.015833333333333335,-0.1931851652578137,normal
0.015916666666666666,-0.19176394697363866,normal
0.016,-0.19021130325903077,normal
0.016083333333333335,-0.18852829821843575,normal
0.016166666666666666,-0.18671608529944037,normal
0.01625,-0.18477590650225734,normal
0.01633333333333333,-0.18270909152852022,normal
0.016416666666666666,-0.18051705686997213,normal
0.0165,-0.1782013048376735,normal
0.016583333333333332,-0.17576342253239308,normal
0.016666666666666666,-0.1732050807568877,normal
0.01675,-0.1705280328708184,normal
0.016833333333333332,-0.16773411358908488,normal
0.016916666666666667,-0.1648252377244032,normal
0.017,-0.16180339887498962,normal
0.017083333333333332,-0.15867066805824706,normal
0.017166666666666667,-0.15542919229139418,normal
0.01725,-0.1520811931200063,normal
0.017333333333333333,-0.14862896509547893,normal
0.017416666666666667,-0.14507487420245746,normal
0.0175,-0.14142135623730953,normal
0.017583333333333333,-0.13767091513875082,normal
0.017666666666666667,-0.13382612127177163,normal
0.01775,-0.12988960966603683,normal
0.017833333333333333,-0.12586407820996756,normal
0.017916666666666668,-0.12175228580174402,normal
0.018,-0.11755705045849466,normal
0.018083333333333333,-0.11328124738496657,normal
0.018166666666666668,-0.1089278070030054,normal
0.01825,-0.10449971294318988,normal
0.018333333333333333,-0.09999999999999992,normal
0.018416666666666668,-0.09543175205192174,normal
0.0185,-0.0907980999479094,normal
0.018583333333333334,-0.08610221936165904,normal
0.018666666666666668,-0.0813473286151602,normal
0.01875,-0.07653668647301792,normal
0.018833333333333334,-0.07167358990905999,normal
0.018916666666666665,-0.06676137184675426,normal
0.019,-0.061803398874989535,normal
0.019083333333333334,-0.056803068940784546,normal
0.019166666666666665,-0.051763809020504314,normal
0.01925,-0.046689072771181055,normal
0.019333333333333334,-0.04158233816355181,normal
0.019416666666666665,-0.03644710509842957,normal
0.0195,-0.031286893008046227,normal
0.019583333333333335,-0.026105238444010515,normal
0.019666666666666666,-0.020905692653530688,normal
0.01975,-0.015691819145568952,normal
0.019833333333333335,-0.010467191248588874,normal
0.019916666666666666,-0.005235389661574709,normal
0.02,-4.898587196589413e-17,normal
